1.728930758048141669e-03,-1.590632443351513992e-02,-1.848709586532493176e-03,6.648330467509566688e-03,-8.821474266637596706e-03
-1.590632443351513992e-02,-1.848709586532493176e-03,6.648330467509566688e-03,-8.821474266637596706e-03,-1.137512645454497040e-02
-1.848709586532493176e-03,6.648330467509566688e-03,-8.821474266637596706e-03,-1.137512645454497040e-02,1.410552896344241525e-02
6.648330467509566688e-03,-8.821474266637596706e-03,-1.137512645454497040e-02,1.410552896344241525e-02,-5.791540174464371304e-03
-8.821474266637596706e-03,-1.137512645454497040e-02,1.410552896344241525e-02,-5.791540174464371304e-03,-1.671202786085990155e-02
-1.137512645454497040e-02,1.410552896344241525e-02,-5.791540174464371304e-03,-1.671202786085990155e-02,4.423830852622345766e-02
1.410552896344241525e-02,-5.791540174464371304e-03,-1.671202786085990155e-02,4.423830852622345766e-02,-1.539240315191847674e-02
-5.791540174464371304e-03,-1.671202786085990155e-02,4.423830852622345766e-02,-1.539240315191847674e-02,-1.728630870498348848e-02
-1.671202786085990155e-02,4.423830852622345766e-02,-1.539240315191847674e-02,-1.728630870498348848e-02,-4.959861294391043618e-02
4.423830852622345766e-02,-1.539240315191847674e-02,-1.728630870498348848e-02,-4.959861294391043618e-02,2.690266296926857592e-02
-1.539240315191847674e-02,-1.728630870498348848e-02,-4.959861294391043618e-02,2.690266296926857592e-02,1.413305219501248544e-02
-1.728630870498348848e-02,-4.959861294391043618e-02,2.690266296926857592e-02,1.413305219501248544e-02,9.420240573584148791e-03
-4.959861294391043618e-02,2.690266296926857592e-02,1.413305219501248544e-02,9.420240573584148791e-03,-4.132196212990024708e-02
2.690266296926857592e-02,1.413305219501248544e-02,9.420240573584148791e-03,-4.132196212990024708e-02,-3.627874999857638727e-02
1.413305219501248544e-02,9.420240573584148791e-03,-4.132196212990024708e-02,-3.627874999857638727e-02,1.390187602124859367e-02
9.420240573584148791e-03,-4.132196212990024708e-02,-3.627874999857638727e-02,1.390187602124859367e-02,5.802902349361316325e-03
-4.132196212990024708e-02,-3.627874999857638727e-02,1.390187602124859367e-02,5.802902349361316325e-03,1.720615276049519693e-02
-3.627874999857638727e-02,1.390187602124859367e-02,5.802902349361316325e-03,1.720615276049519693e-02,-3.603863695078102225e-02
1.390187602124859367e-02,5.802902349361316325e-03,1.720615276049519693e-02,-3.603863695078102225e-02,1.775564147843433638e-02
5.802902349361316325e-03,1.720615276049519693e-02,-3.603863695078102225e-02,1.775564147843433638e-02,-6.855575056671558976e-03
1.720615276049519693e-02,-3.603863695078102225e-02,1.775564147843433638e-02,-6.855575056671558976e-03,1.066354500282162832e-02
-3.603863695078102225e-02,1.775564147843433638e-02,-6.855575056671558976e-03,1.066354500282162832e-02,-5.453953388032561911e-03
1.775564147843433638e-02,-6.855575056671558976e-03,1.066354500282162832e-02,-5.453953388032561911e-03,1.819393843762284746e-02
-6.855575056671558976e-03,1.066354500282162832e-02,-5.453953388032561911e-03,1.819393843762284746e-02,8.607300974015963391e-03
1.066354500282162832e-02,-5.453953388032561911e-03,1.819393843762284746e-02,8.607300974015963391e-03,1.507137570004601912e-02
-5.453953388032561911e-03,1.819393843762284746e-02,8.607300974015963391e-03,1.507137570004601912e-02,-4.178921896833887040e-03
1.819393843762284746e-02,8.607300974015963391e-03,1.507137570004601912e-02,-4.178921896833887040e-03,1.875990934863791537e-03
8.607300974015963391e-03,1.507137570004601912e-02,-4.178921896833887040e-03,1.875990934863791537e-03,-6.209048175126574698e-03
1.507137570004601912e-02,-4.178921896833887040e-03,1.875990934863791537e-03,-6.209048175126574698e-03,-6.198254229782373947e-03
-4.178921896833887040e-03,1.875990934863791537e-03,-6.209048175126574698e-03,-6.198254229782373947e-03,-1.676477841684498316e-02
1.875990934863791537e-03,-6.209048175126574698e-03,-6.198254229782373947e-03,-1.676477841684498316e-02,1.826862724479827449e-02
-6.209048175126574698e-03,-6.198254229782373947e-03,-1.676477841684498316e-02,1.826862724479827449e-02,6.677915517312449367e-03
-6.198254229782373947e-03,-1.676477841684498316e-02,1.826862724479827449e-02,6.677915517312449367e-03,1.297026317010518959e-02
-1.676477841684498316e-02,1.826862724479827449e-02,6.677915517312449367e-03,1.297026317010518959e-02,2.135675875410991686e-02
1.826862724479827449e-02,6.677915517312449367e-03,1.297026317010518959e-02,2.135675875410991686e-02,-6.699037896520376734e-04
6.677915517312449367e-03,1.297026317010518959e-02,2.135675875410991686e-02,-6.699037896520376734e-04,2.298160883152489120e-03
1.297026317010518959e-02,2.135675875410991686e-02,-6.699037896520376734e-04,2.298160883152489120e-03,6.592485472262987756e-03
2.135675875410991686e-02,-6.699037896520376734e-04,2.298160883152489120e-03,6.592485472262987756e-03,3.910595338927080888e-02
-6.699037896520376734e-04,2.298160883152489120e-03,6.592485472262987756e-03,3.910595338927080888e-02,5.937564409492779305e-04
2.298160883152489120e-03,6.592485472262987756e-03,3.910595338927080888e-02,5.937564409492779305e-04,1.798428237868932023e-02
6.592485472262987756e-03,3.910595338927080888e-02,5.937564409492779305e-04,1.798428237868932023e-02,8.160650237047706312e-03
3.910595338927080888e-02,5.937564409492779305e-04,1.798428237868932023e-02,8.160650237047706312e-03,2.935369263776577142e-03
5.937564409492779305e-04,1.798428237868932023e-02,8.160650237047706312e-03,2.935369263776577142e-03,4.878160842773704431e-03
1.798428237868932023e-02,8.160650237047706312e-03,2.935369263776577142e-03,4.878160842773704431e-03,-1.218003680425205904e-02
8.160650237047706312e-03,2.935369263776577142e-03,4.878160842773704431e-03,-1.218003680425205904e-02,2.725103790683913729e-03
2.935369263776577142e-03,4.878160842773704431e-03,-1.218003680425205904e-02,2.725103790683913729e-03,-1.470234823555127690e-03
4.878160842773704431e-03,-1.218003680425205904e-02,2.725103790683913729e-03,-1.470234823555127690e-03,2.364799093350633541e-03
-1.218003680425205904e-02,2.725103790683913729e-03,-1.470234823555127690e-03,2.364799093350633541e-03,-1.068329182985749970e-02
2.725103790683913729e-03,-1.470234823555127690e-03,2.364799093350633541e-03,-1.068329182985749970e-02,1.124861108975139246e-02
-1.470234823555127690e-03,2.364799093350633541e-03,-1.068329182985749970e-02,1.124861108975139246e-02,1.606224295878599939e-02
2.364799093350633541e-03,-1.068329182985749970e-02,1.124861108975139246e-02,1.606224295878599939e-02,4.422884028154827618e-03
-1.068329182985749970e-02,1.124861108975139246e-02,1.606224295878599939e-02,4.422884028154827618e-03,-1.185860756649526060e-02
1.124861108975139246e-02,1.606224295878599939e-02,4.422884028154827618e-03,-1.185860756649526060e-02,1.875151392909013559e-02
1.606224295878599939e-02,4.422884028154827618e-03,-1.185860756649526060e-02,1.875151392909013559e-02,6.452867859032762610e-03
4.422884028154827618e-03,-1.185860756649526060e-02,1.875151392909013559e-02,6.452867859032762610e-03,1.488876116507720226e-02
-1.185860756649526060e-02,1.875151392909013559e-02,6.452867859032762610e-03,1.488876116507720226e-02,-3.604011602761691968e-03
1.875151392909013559e-02,6.452867859032762610e-03,1.488876116507720226e-02,-3.604011602761691968e-03,4.127697502473770541e-03
6.452867859032762610e-03,1.488876116507720226e-02,-3.604011602761691968e-03,4.127697502473770541e-03,1.067934203882514588e-02
1.488876116507720226e-02,-3.604011602761691968e-03,4.127697502473770541e-03,1.067934203882514588e-02,4.402745148885056636e-03
-3.604011602761691968e-03,4.127697502473770541e-03,1.067934203882514588e-02,4.402745148885056636e-03,4.425137850802673967e-03
4.127697502473770541e-03,1.067934203882514588e-02,4.402745148885056636e-03,4.425137850802673967e-03,-2.701585658311467242e-03
1.067934203882514588e-02,4.402745148885056636e-03,4.425137850802673967e-03,-2.701585658311467242e-03,7.668217017686052017e-03
4.402745148885056636e-03,4.425137850802673967e-03,-2.701585658311467242e-03,7.668217017686052017e-03,2.067957558111510608e-03
4.425137850802673967e-03,-2.701585658311467242e-03,7.668217017686052017e-03,2.067957558111510608e-03,5.777229713652687337e-04
-2.701585658311467242e-03,7.668217017686052017e-03,2.067957558111510608e-03,5.777229713652687337e-04,1.344726915851723881e-02
7.668217017686052017e-03,2.067957558111510608e-03,5.777229713652687337e-04,1.344726915851723881e-02,1.314667727434759570e-02
2.067957558111510608e-03,5.777229713652687337e-04,1.344726915851723881e-02,1.314667727434759570e-02,-6.106411812859757759e-03
5.777229713652687337e-04,1.344726915851723881e-02,1.314667727434759570e-02,-6.106411812859757759e-03,-1.333848826292949319e-03
1.344726915851723881e-02,1.314667727434759570e-02,-6.106411812859757759e-03,-1.333848826292949319e-03,-1.003765444374316029e-02
1.314667727434759570e-02,-6.106411812859757759e-03,-1.333848826292949319e-03,-1.003765444374316029e-02,5.981438665037197566e-02
-6.106411812859757759e-03,-1.333848826292949319e-03,-1.003765444374316029e-02,5.981438665037197566e-02,2.796849097204279211e-02
-1.333848826292949319e-03,-1.003765444374316029e-02,5.981438665037197566e-02,2.796849097204279211e-02,1.636204084287196103e-02
-1.003765444374316029e-02,5.981438665037197566e-02,2.796849097204279211e-02,1.636204084287196103e-02,-4.910794351329350604e-03
5.981438665037197566e-02,2.796849097204279211e-02,1.636204084287196103e-02,-4.910794351329350604e-03,-2.768092960506285394e-02
2.796849097204279211e-02,1.636204084287196103e-02,-4.910794351329350604e-03,-2.768092960506285394e-02,-1.679069552732892490e-03
1.636204084287196103e-02,-4.910794351329350604e-03,-2.768092960506285394e-02,-1.679069552732892490e-03,2.691131785655076492e-02
-4.910794351329350604e-03,-2.768092960506285394e-02,-1.679069552732892490e-03,2.691131785655076492e-02,-2.810452292954768172e-02
-2.768092960506285394e-02,-1.679069552732892490e-03,2.691131785655076492e-02,-2.810452292954768172e-02,2.014625884049014992e-02
-1.679069552732892490e-03,2.691131785655076492e-02,-2.810452292954768172e-02,2.014625884049014992e-02,-2.879670410149637316e-02
2.691131785655076492e-02,-2.810452292954768172e-02,2.014625884049014992e-02,-2.879670410149637316e-02,-1.039892874662029509e-02
-2.810452292954768172e-02,2.014625884049014992e-02,-2.879670410149637316e-02,-1.039892874662029509e-02,-3.804829362967454554e-02
2.014625884049014992e-02,-2.879670410149637316e-02,-1.039892874662029509e-02,-3.804829362967454554e-02,-4.219304321951811154e-02
-2.879670410149637316e-02,-1.039892874662029509e-02,-3.804829362967454554e-02,-4.219304321951811154e-02,7.686764513083921280e-02
-1.039892874662029509e-02,-3.804829362967454554e-02,-4.219304321951811154e-02,7.686764513083921280e-02,9.961198342211430301e-03
-3.804829362967454554e-02,-4.219304321951811154e-02,7.686764513083921280e-02,9.961198342211430301e-03,2.171362901299178638e-02
-4.219304321951811154e-02,7.686764513083921280e-02,9.961198342211430301e-03,2.171362901299178638e-02,-1.423172137960437844e-02
7.686764513083921280e-02,9.961198342211430301e-03,2.171362901299178638e-02,-1.423172137960437844e-02,-1.757247093932723381e-02
9.961198342211430301e-03,2.171362901299178638e-02,-1.423172137960437844e-02,-1.757247093932723381e-02,1.575956086162566550e-03
2.171362901299178638e-02,-1.423172137960437844e-02,-1.757247093932723381e-02,1.575956086162566550e-03,-7.316454980877185044e-03
-1.423172137960437844e-02,-1.757247093932723381e-02,1.575956086162566550e-03,-7.316454980877185044e-03,-1.592967098826680861e-02
-1.757247093932723381e-02,1.575956086162566550e-03,-7.316454980877185044e-03,-1.592967098826680861e-02,-4.260278361999625396e-02
1.575956086162566550e-03,-7.316454980877185044e-03,-1.592967098826680861e-02,-4.260278361999625396e-02,1.917899205843176524e-02
-7.316454980877185044e-03,-1.592967098826680861e-02,-4.260278361999625396e-02,1.917899205843176524e-02,1.832274581233028776e-02
-1.592967098826680861e-02,-4.260278361999625396e-02,1.917899205843176524e-02,1.832274581233028776e-02,-6.240808574875966741e-03
-4.260278361999625396e-02,1.917899205843176524e-02,1.832274581233028776e-02,-6.240808574875966741e-03,-4.526596654637171646e-03
1.917899205843176524e-02,1.832274581233028776e-02,-6.240808574875966741e-03,-4.526596654637171646e-03,3.785178046558024256e-02
1.832274581233028776e-02,-6.240808574875966741e-03,-4.526596654637171646e-03,3.785178046558024256e-02,1.393334977560511945e-02
-6.240808574875966741e-03,-4.526596654637171646e-03,3.785178046558024256e-02,1.393334977560511945e-02,1.537681747570873725e-02
-4.526596654637171646e-03,3.785178046558024256e-02,1.393334977560511945e-02,1.537681747570873725e-02,1.196188315557344950e-02
3.785178046558024256e-02,1.393334977560511945e-02,1.537681747570873725e-02,1.196188315557344950e-02,-3.144556102955831101e-03
