Date,Open,High,Low,Close,Adj Close,Volume,returns,direction
2010-01-05,7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,6.507525444030762,601904800,0.0017289307580481417,0
2010-01-06,7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,6.404016017913818,552160000,-0.01590632443351514,0
2010-01-07,7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,6.392175674438477,477131200,-0.0018487095865324932,1
2010-01-08,7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,6.434672832489014,447610800,0.006648330467509567,0
2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,6.377910137176514,462229600,-0.008821474266637597,0
2010-01-12,7.471070766448975,7.491786003112793,7.372142791748047,7.4185709953308105,6.305360317230225,594459600,-0.01137512645454497,1
2010-01-13,7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,6.39430046081543,605892000,0.014105528963442415,0
2010-01-14,7.503929138183594,7.5164289474487305,7.465000152587891,7.479642868041992,6.357266902923584,432894000,-0.005791540174464371,0
2010-01-15,7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,6.251025676727295,594067600,-0.0167120278608599,1
2010-01-19,7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,6.527559757232666,730007600,0.04423830852622346,0
2010-01-20,7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,6.427084922790527,612152800,-0.015392403151918477,0
2010-01-21,7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,6.315985202789307,608154400,-0.01728630870498349,0
2010-01-22,7.385000228881836,7.410714149475098,7.041429042816162,7.0625,6.002720832824707,881767600,-0.049598612943910436,1
2010-01-25,7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,6.164209365844727,1065699600,0.026902662969268576,1
2010-01-26,7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,6.251327991485596,1867110000,0.014133052195012485,1
2010-01-27,7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,6.310216426849365,1722568400,0.009420240573584149,0
2010-01-28,7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,6.049467086791992,1173502400,-0.04132196212990025,0
2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,5.829998016357422,1245952400,-0.03627874999857639,1
2010-02-01,6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,5.911048889160156,749876400,0.013901876021248594,1
2010-02-02,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.945350646972656,698342400,0.005802902349361316,1
2010-02-03,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,6.047644138336182,615328000,0.017206152760495197,0
2010-02-04,7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,5.8296966552734375,757652000,-0.03603863695078102,1
2010-02-05,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.9332075119018555,850306800,0.017755641478434336,0
2010-02-08,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.892533302307129,478270800,-0.006855575056671559,1
2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.955366611480713,632886800,0.010663545002821628,0
2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.922887802124023,370361600,-0.005453953388032562,1
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,6.030647277832031,550345600,0.018193938437622847,1
2010-02-12,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.082554817199707,655468800,0.008607300974015963,1
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.174227237701416,543737600,0.015071375700046019,0
2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.1484246253967285,436396800,-0.004178921896833887,1
2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.159961223602295,422825200,0.0018759909348637915,0
2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.121712684631348,415469600,-0.006209048175126575,0
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.083768844604492,390563600,-0.006198254229782374,0
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,5.981776237487793,575094800,-0.016764778416844983,1
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.091054439544678,460566400,0.018268627244798274,1
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.131728649139404,665126000,0.006677915517312449,1
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.21126127243042,507460800,0.01297026317010519,1
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.343912124633789,550093600,0.021356758754109917,0
2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,6.339661598205566,566546400,-0.0006699037896520377,1
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.354233264923096,372052800,0.002298160883152489,1
2010-03-04,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,6.396121978759766,366041200,0.006592485472262988,1
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.6462483406066895,899620400,0.03910595338927081,1
2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.6501946449279785,429889600,0.0005937564409492779,1
2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.769794940948486,920259200,0.01798428237868932,1
2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.825039863586426,596218000,0.008160650237047706,1
2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.845074653625488,405700400,0.002935369263776577,1
2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.878465175628662,416323600,0.004878160842773704,0
2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.794685363769531,493502800,-0.012180036804252059,1
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.813200950622559,446908000,0.0027251037906839137,0
2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.80318546295166,450956800,-0.0014702348235551277,1
2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.819272041320801,342109600,0.0023647990933506335,0
2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.746419906616211,559445600,-0.0106832918298575,1
2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.822307586669922,456419600,0.011248611089751392,1
2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.931890487670898,602431200,0.016062242958786,1
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.962549686431885,597780400,0.004422884028154828,0
2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.8799824714660645,542284400,-0.01185860756649526,1
2010-03-26,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,7.008993148803711,640875200,0.018751513929090136,1
2010-03-29,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,7.054220199584961,540744400,0.006452867859032763,1
2010-03-30,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,7.159248352050781,527310000,0.014888761165077202,0
2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,7.13344669342041,430659600,-0.003604011602761692,1
2010-04-01,8.478928565979004,8.526070594787598,8.3125,8.427499771118164,7.1628923416137695,603145200,0.0041276975024737705,1
2010-04-05,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,7.239386081695557,684507600,0.010679342038825146,1
2010-04-06,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,7.271258354187012,447017200,0.004402745148885057,1
2010-04-07,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,7.3034348487854,628502000,0.004425137850802674,0
2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.28370475769043,572989200,-0.0027015856583114672,1
2010-04-09,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,7.339557647705078,334182800,0.007668217017686052,1
2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.354733943939209,333026400,0.0020679575581115106,1
2010-04-13,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,7.3589863777160645,306210800,0.0005777229713652687,1
2010-04-14,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,7.457945346832275,404076400,0.013447269158517239,1
2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.555990695953369,376784800,0.013146677274347596,0
2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.509851932525635,750545600,-0.006106411812859758,0
2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.4998345375061035,566924400,-0.0013338488262929493,0
2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.424551963806152,738326400,-0.01003765444374316,1
2010-04-21,9.242856979370117,9.29464340209961,9.133213996887207,9.257857322692871,7.868648529052734,982391200,0.059814386650371976,1
2010-04-22,9.222857475280762,9.526785850524902,9.149999618530273,9.516785621643066,8.08872127532959,793424800,0.027968490972042792,1
